File,Release Number,LOC,LOC touched,Number of Revisions,Fix Count,Authors,LOC added,Max LOC added,Average LOC added,Churn,Max Churn,Average Churn,Change Set Size,Max Change Set Size,Average Change Set Size,Release Length,Weighted Release Length,Actual
proton-j/proton/src/test/java/org/apache/qpid/proton/engine/impl/ssl/RememberingTransportInput.java,1,77,112,2,1,2,61,39,30.5,10,10,5,76,46,5,2567,33.337662,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/engine/impl/TransportInput.java,1,37,35,2,1,2,19,11,9.5,3,4,1.5,76,46,1.5,2567,69.378378,TRUE
proton-j/contrib/proton-hawtdispatch/src/main/java/org/apache/qpid/proton/hawtdispatch/api/MessageDelivery.java,1,228,4,1,1,1,2,2,2,0,0,0,1,1,0,2567,11.258772,TRUE
proton-j/proton-api/src/main/java/org/apache/qpid/proton/driver/Connector.java,1,105,51,2,1,2,31,30,15.5,11,11,5.5,9,5,5.5,2567,24.447619,TRUE
proton-j/proton-api/src/main/java/org/apache/qpid/proton/amqp/Binary.java,1,180,4,1,1,1,2,2,2,0,0,0,16,16,0,2567,14.261111,TRUE
proton-c/bindings/java/src/main/java/org/apache/qpid/proton/engine/jni/JNIDelivery.java,1,253,40,2,2,1,25,18,12.5,10,7,5,7,4,5,2567,10.146245,TRUE
proton-c/bindings/java/src/main/java/org/apache/qpid/proton/engine/jni/JNITransport.java,1,200,306,6,3,3,290,170,58,263,167,43.833333,129,46,43.833333,2567,12.835,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/engine/impl/SenderImpl.java,1,147,7,1,1,1,6,6,6,5,5,5,16,16,5,2567,17.462585,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/engine/impl/DeliveryImpl.java,1,466,55,3,2,2,31,23,10.333333,7,23,2.333333,10,4,2.333333,2567,5.508584,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/messenger/impl/MessengerImpl.java,1,989,435,9,4,3,271,81,30.111111,107,47,11.888889,99,46,11.888889,2567,2.595551,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/driver/impl/ConnectorImpl.java,1,229,196,5,3,2,114,73,28.5,25,16,5,85,46,5,2567,11.209607,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/engine/impl/ssl/SslImpl.java,1,180,72,2,1,2,59,37,29.5,46,28,23,76,46,23,2567,14.261111,TRUE
proton-j/proton/src/main/java/org/apache/qpid/proton/engine/impl/PlainTransportWrapper.java,1,45,67,2,1,2,54,34,27,41,25,20.5,76,46,20.5,2567,57.044444,TRUE
proton-j/proton-api/src/main/java/org/apache/qpid/proton/engine/Sender.java,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,35.164384,TRUE
