File,Release Number,LOC,LOC touched,Number of Revisions,Fix Count,Authors,LOC added,Max LOC added,Average LOC added,Churn,Max Churn,Average Churn,Change Set Size,Max Change Set Size,Average Change Set Size,Release Length,Weighted Release Length,Actual
shell/src/main/java/org/apache/zeppelin/shell/ShellInterpreter.java,1,113,2,1,0,1,1,1,1,0,0,0,2,2,0,106,0.938053,TRUE
zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Paragraph.java,1,282,44,4,1,3,29,18,7.25,14,17,3.5,40,32,3.5,106,0.375887,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/LazyOpenInterpreter.java,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.716216,TRUE
tajo/src/test/java/org/apache/zeppelin/tajo/TesterResultSet.java,1,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.091144,TRUE
zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterTest.java,1,582,8,1,0,1,8,8,8,8,8,8,32,32,8,106,0.182131,TRUE
zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/InterpreterFactory.java,1,663,20,2,0,2,14,14,14,6,10,3,3,2,3,106,0.159879,TRUE
zeppelin-server/src/test/java/org/apache/zeppelin/rest/ZeppelinSparkClusterTest.java,1,147,55,2,1,1,49,44,24.5,43,43,21.5,6,4,21.5,106,0.721088,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/ClientFactory.java,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.341772,TRUE
spark/src/test/java/org/apache/zeppelin/spark/SparkSqlInterpreterTest.java,1,155,2,1,0,1,1,1,1,0,0,0,32,32,0,106,0.683871,TRUE
spark/src/test/java/org/apache/zeppelin/spark/SparkInterpreterTest.java,1,175,17,3,1,1,14,8,4.666667,11,6,3.666667,41,32,3.666667,106,0.605714,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/display/GUI.java,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.247059,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreter.java,1,374,1,1,0,1,1,1,1,1,1,1,32,32,1,106,0.283422,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/scheduler/SchedulerFactory.java,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.736111,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/scheduler/RemoteScheduler.java,1,397,1,1,0,1,1,1,1,1,1,1,1,1,1,106,0.267003,TRUE
lens/src/main/java/org/apache/zeppelin/lens/LensInterpreter.java,1,451,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.235033,TRUE
flink/src/main/java/org/apache/zeppelin/flink/FlinkInterpreter.java,1,322,40,2,1,2,33,22,16.5,26,16,13,8,6,13,106,0.329193,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterEventPoller.java,1,134,12,1,0,1,8,8,8,4,4,4,32,32,4,106,0.791045,TRUE
lens/src/main/java/org/apache/zeppelin/lens/LensJLineShellComponent.java,1,244,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.434426,TRUE
zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/Notebook.java,1,403,90,4,1,3,90,32,22.5,90,32,22.5,45,32,22.5,106,0.263027,TRUE
zeppelin-zengine/src/main/java/org/apache/zeppelin/notebook/repo/VFSNotebookRepo.java,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.439834,TRUE
zeppelin-server/src/test/java/org/apache/zeppelin/ZeppelinIT.java,1,312,468,3,0,2,231,194,77,-6,14,-2,41,32,-2,106,0.339744,TRUE
zeppelin-server/src/test/java/org/apache/zeppelin/rest/ZeppelinRestApiTest.java,1,150,172,5,1,2,163,105,32.6,154,101,30.8,27,10,30.8,106,0.706667,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterProcess.java,1,263,4,1,0,1,2,2,2,0,0,0,32,32,0,106,0.403042,TRUE
zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServerTest.java,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.394737,TRUE
zeppelin-zengine/src/test/java/org/apache/zeppelin/util/UtilsForTests.java,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.890756,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterServer.java,1,527,71,1,0,1,65,65,65,59,59,59,32,32,59,106,0.201139,TRUE
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterUtils.java,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2.163265,TRUE
zeppelin-server/src/main/java/org/apache/zeppelin/server/ZeppelinServer.java,1,341,132,5,1,5,37,27,7.4,-58,5,-11.6,23,7,-11.6,106,0.31085,TRUE
zeppelin-interpreter/src/test/java/org/apache/zeppelin/interpreter/remote/RemoteInterpreterProcessTest.java,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1.536232,TRUE
zeppelin-zengine/src/test/java/org/apache/zeppelin/interpreter/InterpreterFactoryTest.java,1,128,22,2,0,2,20,19,10,18,18,9,34,32,9,106,0.828125,TRUE
