@relation AVRO_train_noise.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
211,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,8.568719999999999,TRUE
371,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,4.873315,TRUE
109,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,16.587156,TRUE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,25.828571,TRUE
66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,27.393939000000003,TRUE
145,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,12.468966,TRUE
154,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,11.740260000000001,TRUE
448,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,4.035714,TRUE
269,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,6.721189999999999,TRUE
358,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,5.050279,TRUE
426,10,1,1,1,7,7,7.0,4,4,4.0,2,2,4.0,1808,4.244130999999999,TRUE
211,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,1.189573,TRUE
371,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,0.67655,TRUE
109,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,2.302752,TRUE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,3.585714,TRUE
66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,3.80303,TRUE
145,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,1.731034,TRUE
154,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,1.6298700000000002,TRUE
448,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,0.560268,TRUE
269,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,0.9330860000000001,TRUE
358,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,0.701117,TRUE
430,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,251,0.583721,TRUE
211,2,1,1,1,1,1,1.0,0,0,0.0,3,3,0.0,1736,8.227488000000001,TRUE
371,47,2,1,1,23,12,11.5,-1,12,-0.5,33,29,-0.5,1736,4.679245,TRUE
109,4,1,1,1,2,2,2.0,0,0,0.0,6,6,0.0,1736,15.926606,TRUE
70,12,2,1,1,8,7,4.0,4,5,2.0,33,27,2.0,1736,24.8,TRUE
427,36,5,1,1,24,11,4.8,12,7,2.4,39,27,2.4,1736,4.065574,TRUE
66,5,1,1,1,3,3,3.0,1,1,1.0,2,2,1.0,1736,26.30303,TRUE
241,41,2,1,1,38,36,19.0,35,35,17.5,29,27,17.5,1736,7.20332,TRUE
145,96,1,1,1,48,48,48.0,0,0,0.0,4,4,0.0,1736,11.972414,TRUE
154,48,1,1,1,35,35,35.0,22,22,22.0,4,4,22.0,1736,11.272727,TRUE
448,21,2,1,2,19,18,9.5,17,18,8.5,5,3,8.5,1736,3.875,TRUE
269,88,2,1,1,73,55,36.5,58,41,29.0,33,29,29.0,1736,6.453532,TRUE
358,89,5,0,1,60,30,12.0,31,23,6.2,45,27,6.2,1736,4.849162000000001,TRUE
430,18,3,2,1,9,5,3.0,0,3,0.0,35,27,0.0,1736,4.037209,TRUE
389,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,99275,255.205656,TRUE
389,19,1,1,1,13,13,13.0,7,7,7.0,1,1,7.0,552,1.419023,TRUE
44,30,1,0,1,29,29,29.0,28,28,28.0,20,20,28.0,1808,41.090909,FALSE
29,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,62.344828,FALSE
56,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,32.285714,FALSE
39,3,1,0,1,2,2,2.0,1,1,1.0,20,20,1.0,1808,46.358973999999996,FALSE
54,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1808,33.481481,FALSE
