@relation SYNCOPE_train_clean.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
107,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.71028,TRUE
66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.772727,TRUE
138,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.326087,TRUE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.904762,TRUE
58,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,3.1551720000000003,TRUE
208,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.879808,TRUE
82,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.231707,TRUE
71,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.577465,TRUE
36,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,5.0833330000000005,TRUE
643,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.284603,TRUE
245,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.746939,TRUE
130,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.407692,TRUE
36,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,5.0833330000000005,TRUE
128,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.4296879999999998,TRUE
214,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.85514,TRUE
483,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.378882,TRUE
611,224,14,0,1,112,8,8.0,0,0,0.0,1721,130,0.0,183,0.299509,TRUE
41,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,4.463415,TRUE
2075,3469,17,0,1,1664,249,97.88235300000001,-141,177,-8.294118,1738,130,-8.294118,183,0.088193,TRUE
72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.541667,TRUE
312,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.586538,TRUE
103,6,1,0,1,5,5,5.0,4,4,4.0,127,127,4.0,183,1.7766990000000003,TRUE
450,348,17,0,1,177,17,10.411764999999999,6,6,0.352941,1759,130,0.352941,183,0.406667,TRUE
136,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.345588,TRUE
176,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.039773,TRUE
215,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.8511629999999999,TRUE
223,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.820628,TRUE
66,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.772727,TRUE
203,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.9014780000000001,TRUE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.472973,TRUE
96,7,1,0,1,4,4,4.0,1,1,1.0,121,121,1.0,183,1.90625,TRUE
75,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.44,TRUE
103,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.7766990000000003,TRUE
287,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.6376310000000001,TRUE
160,4,1,0,1,4,4,4.0,4,4,4.0,9,9,4.0,183,1.14375,TRUE
102,3,1,0,1,3,3,3.0,3,3,3.0,127,127,3.0,183,1.794118,TRUE
139,280,14,0,1,140,14,10.0,0,8,0.0,1721,130,0.0,183,1.316547,TRUE
143,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.27972,TRUE
221,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.8280540000000001,TRUE
244,42,14,0,1,21,2,1.5,0,1,0.0,1721,130,0.0,183,0.75,TRUE
102,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.794118,TRUE
72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.541667,TRUE
85,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.1529409999999998,TRUE
121,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.512397,TRUE
272,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.672794,TRUE
68,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.691176,TRUE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.472973,TRUE
193,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.9481870000000001,TRUE
87,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.1034479999999998,TRUE
790,274,15,0,1,101,39,6.733333,-72,8,-4.8,1725,130,-4.8,183,0.231646,TRUE
142,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.288732,TRUE
28,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,6.535714,TRUE
437,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.418764,TRUE
136,280,14,0,1,140,14,10.0,0,8,0.0,1721,130,0.0,183,1.345588,TRUE
135,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.355556,TRUE
53,84,14,0,1,42,6,6.0,-42,6,-3.0,1721,130,-3.0,183,3.4528300000000005,TRUE
62,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.951613,TRUE
453,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.403974,TRUE
50,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,3.66,TRUE
143,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.27972,TRUE
38,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,4.815789,TRUE
194,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,0.943299,TRUE
54,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,3.388889,TRUE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.904762,TRUE
80,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.2875,TRUE
373,3942,16,0,1,1971,176,123.1875,0,19,0.0,1729,130,0.0,183,0.490617,TRUE
291,394,15,0,1,197,28,13.133332999999999,0,9,0.0,1725,130,0.0,183,0.628866,TRUE
30,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,6.1,TRUE
76,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.407895,TRUE
59,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,3.101695,TRUE
393,3431,15,0,1,1717,129,114.46666699999999,3,13,0.2,1723,130,0.2,183,0.465649,TRUE
28,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,6.535714,TRUE
82,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.231707,TRUE
75,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,2.44,TRUE
180,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,183,1.016667,TRUE
