issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
MAHOUT-1,Bug,Fixed,Closed,2008-01-31 02:10:17,2008-01-31 02:19:48
MAHOUT-2,New Feature,Won't Fix,Closed,2008-02-03 18:16:50,2008-03-12 14:42:04
MAHOUT-3,New Feature,Fixed,Closed,2008-02-07 04:56:38,2008-02-20 12:28:19
MAHOUT-4,New Feature,Duplicate,Closed,2008-02-13 20:43:06,2009-11-18 08:20:41
MAHOUT-5,New Feature,Fixed,Closed,2008-02-18 03:47:36,2008-03-01 11:33:00
MAHOUT-6,New Feature,Fixed,Closed,2008-02-22 11:37:52,2008-03-30 05:10:37
MAHOUT-7,New Feature,Fixed,Closed,2008-02-25 02:57:29,2009-11-18 08:19:14
MAHOUT-8,New Feature,Won't Fix,Closed,2008-02-26 05:32:52,2009-11-19 16:24:31
MAHOUT-9,New Feature,Fixed,Closed,2008-02-29 02:54:56,2008-08-26 20:58:32
MAHOUT-10,Improvement,Fixed,Closed,2008-03-06 17:10:56,2008-03-09 19:10:15
MAHOUT-11,Bug,Fixed,Closed,2008-03-06 17:35:48,2009-12-10 17:40:59
MAHOUT-12,Improvement,Fixed,Closed,2008-03-06 17:54:53,2008-03-09 19:12:58
MAHOUT-13,Improvement,Fixed,Closed,2008-03-06 21:28:52,2008-03-14 22:27:38
MAHOUT-14,Wish,Won't Fix,Closed,2008-03-07 16:08:26,2009-11-19 16:20:04
MAHOUT-15,New Feature,Fixed,Closed,2008-03-12 09:00:03,2008-04-15 09:18:34
MAHOUT-16,New Feature,Won't Fix,Closed,2008-03-12 14:22:50,2008-03-17 16:59:17
MAHOUT-17,Improvement,Fixed,Closed,2008-03-16 06:00:52,2008-04-23 21:17:13
MAHOUT-18,New JIRA Project,Later,Closed,2008-03-19 08:51:39,2009-11-18 08:24:04
MAHOUT-19,New Feature,Later,Closed,2008-03-30 14:11:07,2009-12-24 03:57:10
MAHOUT-20,Task,Fixed,Closed,2008-03-31 03:01:34,2008-04-19 08:09:46
MAHOUT-21,New Feature,Later,Closed,2008-03-31 08:09:01,2009-11-18 20:03:33
MAHOUT-22,Bug,Fixed,Closed,2008-03-31 08:19:11,2008-04-05 01:33:55
MAHOUT-23,Bug,Fixed,Closed,2008-04-02 06:10:34,2008-04-19 03:33:30
MAHOUT-24,New Feature,Later,Closed,2008-04-04 14:42:52,2009-12-11 20:13:25
MAHOUT-25,Bug,Fixed,Closed,2008-04-05 11:00:57,2008-04-19 08:55:15
MAHOUT-26,Bug,Fixed,Closed,2008-04-06 21:19:01,2008-04-11 22:14:35
MAHOUT-27,Bug,Fixed,Closed,2008-04-07 17:23:04,2008-04-07 18:36:04
MAHOUT-28,New Feature,Won't Fix,Closed,2008-04-08 22:11:20,2009-11-18 19:57:13
MAHOUT-29,New Feature,Won't Fix,Closed,2008-04-08 22:15:04,2009-11-18 20:03:52
MAHOUT-30,New Feature,Fixed,Closed,2008-04-08 22:18:10,2009-03-16 08:19:52
MAHOUT-31,New Feature,Won't Fix,Closed,2008-04-08 22:22:32,2009-11-18 20:14:04
MAHOUT-32,Improvement,Fixed,Closed,2008-04-08 22:33:14,2008-11-12 20:03:23
MAHOUT-33,Improvement,Fixed,Closed,2008-04-10 08:48:48,2008-04-11 22:00:22
MAHOUT-34,New Feature,Fixed,Closed,2008-04-11 13:46:14,2008-04-13 00:44:02
MAHOUT-35,Task,Fixed,Closed,2008-04-13 00:47:55,2009-11-19 08:50:07
MAHOUT-36,Improvement,Fixed,Closed,2008-04-14 02:54:55,2008-04-19 04:05:49
MAHOUT-37,New Feature,Fixed,Closed,2008-04-14 04:28:02,2008-05-10 05:36:29
MAHOUT-38,New Feature,Fixed,Closed,2008-04-15 02:11:53,2008-04-17 07:29:09
MAHOUT-39,Improvement,Fixed,Closed,2008-04-15 02:16:40,2008-04-17 07:37:46
MAHOUT-40,New Feature,Later,Closed,2008-04-15 02:22:09,2009-11-19 16:20:21
MAHOUT-41,New Feature,Fixed,Closed,2008-04-15 02:27:52,2008-04-17 08:45:38
MAHOUT-42,New Feature,Fixed,Closed,2008-04-15 02:33:01,2008-08-25 20:30:03
MAHOUT-43,New Feature,Won't Fix,Closed,2008-04-15 14:53:08,2009-11-19 16:19:36
MAHOUT-44,Improvement,Fixed,Closed,2008-04-18 00:06:17,2008-04-20 23:16:15
MAHOUT-45,Improvement,Won't Fix,Closed,2008-04-19 01:18:05,2009-12-12 05:31:32
MAHOUT-46,Improvement,Won't Fix,Closed,2008-04-19 06:21:01,2009-11-19 16:19:20
MAHOUT-47,Improvement,Fixed,Closed,2008-04-19 08:13:36,2008-04-24 05:38:56
MAHOUT-48,Bug,Fixed,Closed,2008-04-19 09:03:44,2008-04-24 06:08:25
MAHOUT-49,New Feature,Fixed,Closed,2008-04-19 09:30:59,2008-04-24 01:47:52
MAHOUT-50,Improvement,Fixed,Closed,2008-04-23 05:36:07,2008-04-24 01:47:41
MAHOUT-51,Improvement,Fixed,Closed,2008-04-26 23:17:50,2008-04-29 03:08:17
MAHOUT-52,Improvement,Fixed,Closed,2008-05-11 03:39:05,2008-05-15 07:04:58
MAHOUT-53,Improvement,Fixed,Closed,2008-05-11 03:45:27,2008-05-18 03:50:59
MAHOUT-54,Improvement,Won't Fix,Closed,2008-05-11 15:24:44,2009-12-11 20:14:50
MAHOUT-55,Improvement,Fixed,Closed,2008-05-12 06:16:45,2008-05-12 14:50:05
MAHOUT-56,Task,Fixed,Closed,2008-05-19 13:41:40,2008-08-26 20:57:45
MAHOUT-57,Improvement,Fixed,Closed,2008-05-25 04:52:38,2008-05-27 21:23:49
MAHOUT-58,Improvement,Fixed,Closed,2008-05-26 13:06:30,2008-05-27 23:23:22
MAHOUT-59,New Feature,Fixed,Closed,2008-05-27 08:06:18,2009-12-09 20:17:57
MAHOUT-60,Sub-task,Fixed,Closed,2008-06-01 06:28:58,2008-08-26 20:58:49
MAHOUT-61,New Feature,Later,Closed,2008-06-21 08:25:12,2010-01-03 23:39:21
MAHOUT-62,Improvement,Fixed,Closed,2008-06-21 18:16:45,2008-06-26 09:00:24
MAHOUT-63,New Feature,Duplicate,Closed,2008-06-30 11:09:11,2009-05-28 01:51:48
MAHOUT-64,New Feature,Later,Closed,2008-06-30 11:10:55,2009-12-09 20:11:38
MAHOUT-65,New Feature,Fixed,Closed,2008-07-07 02:52:31,2009-12-09 20:14:45
MAHOUT-66,Improvement,Fixed,Closed,2008-07-07 17:10:36,2009-12-09 20:25:24
