@relation GIRAPH_train_noise_1.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
93,21,2,1,2,14,8,7.0,7,7,3.5,40,33,3.5,3957,42.548387,TRUE
89,98,3,1,2,79,45,26.333333000000003,60,30,20.0,13,5,20.0,3957,44.460674,TRUE
114,4,1,1,1,3,3,3.0,2,2,2.0,35,35,2.0,3957,34.710526,TRUE
851,164,4,1,2,113,83,28.25,62,60,15.5,100,91,15.5,3957,4.649824,TRUE
206,122,3,1,1,15,6,5.0,-92,5,-30.666666999999997,129,91,-30.666666999999997,3957,19.208738,TRUE
73,10,1,1,1,5,5,5.0,0,0,0.0,57,57,0.0,3957,54.205479000000004,TRUE
337,256,5,1,3,72,59,14.4,-112,6,-22.4,168,97,-22.4,3957,11.74184,TRUE
414,279,13,4,4,200,49,15.384615,121,49,9.307692,369,97,9.307692,3957,9.557971,TRUE
129,19,1,1,1,8,8,8.0,-3,0,-3.0,57,57,-3.0,3957,30.674419,TRUE
49,3,1,1,1,2,2,2.0,1,1,1.0,7,7,1.0,3957,80.75510200000001,TRUE
120,7,2,1,2,5,3,2.5,3,2,1.5,126,91,1.5,3957,32.975,TRUE
62,21,1,1,1,13,13,13.0,5,5,5.0,57,57,5.0,3957,63.82258100000001,TRUE
94,20,3,2,3,14,8,4.6666669999999995,8,7,2.666667,81,57,2.666667,3957,42.095745,TRUE
1095,230,9,4,4,98,30,12.25,-111,17,-12.333333,210,91,-12.333333,3957,3.613699,TRUE
73,10,1,1,1,4,4,4.0,-2,0,-2.0,57,57,-2.0,3957,54.205479000000004,TRUE
269,216,8,2,3,98,36,12.25,-20,5,-2.5,384,97,-2.5,3957,14.710037,TRUE
426,156,6,2,3,70,51,14.0,-17,5,-2.833333,329,97,-2.833333,3957,9.288732000000001,TRUE
104,32,2,1,2,15,12,7.5,-2,0,-1.0,126,91,-1.0,3957,38.048077,TRUE
139,35,3,2,3,22,14,7.3333330000000005,9,6,3.0,151,91,3.0,3957,28.467626,TRUE
660,437,14,4,4,179,30,12.785714,-79,27,-5.642857,407,97,-5.642857,3957,5.995455000000001,TRUE
356,270,8,1,2,181,60,22.625,92,33,11.5,206,97,11.5,3957,11.115169,TRUE
131,43,4,2,3,18,9,6.0,-16,1,-4.0,122,97,-4.0,3957,30.206107,TRUE
116,78,3,1,2,52,27,17.333333,26,19,8.666667,13,5,8.666667,3957,34.112069,TRUE
163,4,1,1,1,2,2,2.0,0,0,0.0,7,7,0.0,3957,24.276073999999998,TRUE
265,124,6,2,3,71,24,11.833333,18,9,3.0,334,97,3.0,3957,14.932075,TRUE
173,85,7,2,2,57,22,9.5,20,16,2.857143,291,97,2.857143,3957,22.872832,TRUE
115,13,2,1,1,7,4,3.5,1,1,0.5,98,97,0.5,3957,34.408696,TRUE
1747,1253,23,7,5,623,108,27.086957,-7,53,-0.304348,474,97,-0.304348,3957,2.2650259999999998,TRUE
132,33,3,1,2,12,7,4.0,-9,0,-3.0,157,97,-3.0,3957,29.977272999999997,TRUE
87,133,4,1,2,94,43,23.5,55,32,13.75,51,19,13.75,3957,45.482759,TRUE
218,161,8,1,2,86,29,10.75,11,14,1.375,127,33,1.375,3957,18.151376000000003,TRUE
211,124,4,2,2,58,29,14.5,-8,0,-2.0,228,97,-2.0,3957,18.753555,TRUE
1560,915,25,10,6,411,86,16.44,-93,30,-3.72,517,97,-3.72,3957,2.536538,TRUE
162,92,5,1,3,34,15,6.8,-24,1,-4.8,287,97,-4.8,3957,24.425926,TRUE
1320,204,7,2,3,107,40,15.285714000000002,10,19,1.4285709999999998,271,97,1.4285709999999998,3957,2.9977270000000003,TRUE
210,101,4,1,3,54,27,13.5,7,8,1.75,208,97,1.75,3957,18.842857000000002,TRUE
306,39,2,1,2,37,36,18.5,35,35,17.5,10,7,17.5,3957,12.931372999999999,TRUE
263,189,14,1,4,98,15,7.0,7,6,0.5,422,97,0.5,3957,15.045627,TRUE
180,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,93.544444,TRUE
90,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,187.088889,TRUE
1962,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,8.582059,TRUE
907,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,18.564498,TRUE
138,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,122.01449299999999,TRUE
104,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,161.903846,TRUE
36,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,467.722222,TRUE
348,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,48.385057,TRUE
41,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,410.682927,TRUE
384,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,43.848958,TRUE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,227.54054100000002,TRUE
49,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,343.632653,TRUE
149,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,113.00671100000001,TRUE
1515,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,11.114191,TRUE
539,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,31.239332,TRUE
919,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,18.322089000000002,TRUE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,267.26984100000004,TRUE
942,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,17.874735,TRUE
59,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,285.389831,TRUE
192,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,87.697917,TRUE
84,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,200.452381,TRUE
126,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,133.634921,TRUE
52,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,323.807692,TRUE
46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,366.043478,TRUE
238,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,70.747899,TRUE
165,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,102.048485,TRUE
285,4,1,1,1,2,2,2.0,0,0,0.0,1,1,0.0,16838,59.080702,TRUE
517,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,32.568665,TRUE
34,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,495.23529400000007,TRUE
58,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,290.31034500000004,TRUE
95,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,16838,177.242105,TRUE
