@relation STORM_train_noise_1.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
44,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1525.477273,TRUE
2015,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,33.31067,TRUE
918,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,73.116558,TRUE
62,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1082.596774,TRUE
89,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,754.168539,TRUE
81,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,828.654321,TRUE
132,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,508.492424,TRUE
223,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,300.991031,TRUE
72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,932.2361109999999,TRUE
38,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1766.3421050000002,TRUE
62,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1082.596774,TRUE
40,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1678.025,TRUE
55,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1220.381818,TRUE
934,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,71.864026,TRUE
340,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,197.414706,TRUE
78,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,860.5256410000001,TRUE
37,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1814.0810809999998,TRUE
165,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,406.793939,TRUE
398,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,168.64572900000002,TRUE
107,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,627.299065,TRUE
152,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,441.58552599999996,TRUE
895,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,74.995531,TRUE
122,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,550.1721309999999,TRUE
118,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,568.822034,TRUE
40,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1678.025,TRUE
134,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,500.90298499999994,TRUE
964,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,69.627593,TRUE
154,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,435.85064900000003,TRUE
95,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,706.536842,TRUE
21,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,3196.2380949999997,TRUE
31,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,2165.193548,TRUE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,907.040541,TRUE
91,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,737.5934070000001,TRUE
143,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,469.377622,TRUE
115,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,583.66087,TRUE
67,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,1001.8059699999999,TRUE
13491,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,4.975243,TRUE
152,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,441.58552599999996,TRUE
120,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67121,559.341667,TRUE
44,44,1,0,1,44,44,44.0,44,44,44.0,449,449,44.0,226118,5139.0454549999995,TRUE
2015,2015,1,0,1,2015,2015,2015.0,2015,2015,2015.0,449,449,2015.0,226118,112.21736999999999,TRUE
918,918,1,0,1,918,918,918.0,918,918,918.0,449,449,918.0,226118,246.31590400000002,TRUE
62,62,1,0,1,62,62,62.0,62,62,62.0,449,449,62.0,226118,3647.0645159999995,TRUE
89,89,1,0,1,89,89,89.0,89,89,89.0,449,449,89.0,226118,2540.6516850000003,TRUE
81,81,1,0,1,81,81,81.0,81,81,81.0,449,449,81.0,226118,2791.580247,TRUE
132,1284,9,0,5,774,132,86.0,264,132,29.333333000000003,508,449,29.333333000000003,226118,1713.015152,TRUE
223,1113,15,0,7,782,223,55.85714300000001,446,223,29.733333000000002,520,449,29.733333000000002,226118,1013.982063,TRUE
72,73,1,0,1,73,73,73.0,73,73,73.0,449,449,73.0,226118,3140.527778,TRUE
38,38,1,0,1,38,38,38.0,38,38,38.0,449,449,38.0,226118,5950.4736840000005,TRUE
62,62,1,0,1,62,62,62.0,62,62,62.0,449,449,62.0,226118,3647.0645159999995,TRUE
40,40,1,0,1,40,40,40.0,40,40,40.0,449,449,40.0,226118,5652.95,TRUE
55,55,1,0,1,55,55,55.0,55,55,55.0,449,449,55.0,226118,4111.236364,TRUE
934,1084,17,0,9,1027,946,93.363636,920,946,54.117647,524,449,54.117647,226118,242.09636,TRUE
