issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
CALCITE-2005,Bug,Fixed,Closed,2017-10-09 19:18:57,2017-11-29 14:19:10
CALCITE-2006,Improvement,Fixed,Closed,2017-10-11 06:49:48,2017-10-11 08:00:21
CALCITE-2007,Bug,Fixed,Closed,2017-10-12 08:02:06,2017-10-12 12:02:23
CALCITE-2008,Bug,Fixed,Closed,2017-10-12 22:52:10,2017-10-12 22:53:36
CALCITE-2009,Bug,Fixed,Closed,2017-10-13 05:28:37,2018-01-09 23:53:34
CALCITE-2010,Bug,Fixed,Closed,2017-10-13 06:16:17,2020-04-13 04:44:33
CALCITE-2011,Bug,Unresolved,Open,2017-10-14 01:00:50,
CALCITE-2012,Task,Fixed,Closed,2017-10-14 01:02:27,2017-11-15 07:44:03
CALCITE-2013,Improvement,Fixed,Closed,2017-10-17 05:58:53,2018-03-02 07:11:39
CALCITE-2014,Improvement,Fixed,Closed,2017-10-17 19:43:09,2017-10-19 01:20:38
CALCITE-2015,Bug,Unresolved,Open,2017-10-19 04:15:24,
CALCITE-2016,Bug,Fixed,Closed,2017-10-19 07:00:59,2017-11-17 06:18:59
CALCITE-2017,Bug,Fixed,Closed,2017-10-19 23:25:58,2017-10-21 06:51:49
CALCITE-2018,Bug,Fixed,Closed,2017-10-20 00:37:30,2019-10-30 12:15:23
CALCITE-2019,Improvement,Fixed,Closed,2017-10-21 05:37:26,2017-11-09 00:09:54
CALCITE-2020,Bug,Fixed,Closed,2017-10-24 04:15:07,2018-03-14 06:13:40
CALCITE-2021,Bug,Fixed,Closed,2017-10-24 11:34:50,2017-11-03 07:35:52
CALCITE-2022,Bug,Fixed,Closed,2017-10-26 00:39:39,2018-06-02 17:34:18
CALCITE-2023,Bug,Not A Problem,Closed,2017-10-30 15:09:30,2021-04-02 11:18:01
CALCITE-2024,Task,Fixed,Closed,2017-10-31 11:05:23,2018-01-26 10:29:23
CALCITE-2025,New Feature,Unresolved,Open,2017-10-31 20:07:50,
CALCITE-2026,Bug,Won't Fix,Closed,2017-11-02 00:03:45,2017-11-06 19:17:09
CALCITE-2027,Bug,Fixed,Closed,2017-11-02 05:31:08,2018-03-14 06:32:15
CALCITE-2028,Bug,Fixed,Closed,2017-11-02 12:11:23,2017-11-04 11:27:10
CALCITE-2029,Bug,Fixed,Closed,2017-11-02 20:45:11,2017-11-03 07:29:21
CALCITE-2030,Bug,Unresolved,Open,2017-11-02 23:01:57,
CALCITE-2031,Bug,Unresolved,Open,2017-11-03 01:19:31,
CALCITE-2032,Bug,Unresolved,Open,2017-11-04 07:20:04,
CALCITE-2033,Bug,Unresolved,Open,2017-11-06 18:25:35,
CALCITE-2034,Bug,Fixed,Closed,2017-11-06 23:43:26,2017-11-07 01:13:44
CALCITE-2035,Bug,Fixed,Closed,2017-11-07 09:13:55,2017-11-09 03:24:16
CALCITE-2036,Bug,Resolved,Closed,2017-11-07 17:21:47,2017-11-14 22:17:37
CALCITE-2037,Task,Fixed,Closed,2017-11-07 19:40:22,2017-11-09 03:23:18
CALCITE-2038,Bug,Fixed,Closed,2017-11-07 21:31:24,2017-11-07 22:21:14
CALCITE-2039,Bug,Fixed,Closed,2017-11-07 22:33:45,2017-11-16 14:49:20
CALCITE-2040,Bug,Unresolved,Open,2017-11-08 02:54:49,
CALCITE-2041,Bug,Fixed,Closed,2017-11-08 08:27:44,2017-11-26 03:20:57
CALCITE-2042,Bug,Unresolved,Open,2017-11-08 15:40:20,
CALCITE-2043,Bug,Fixed,Closed,2017-11-08 18:23:53,2017-11-16 04:40:52
CALCITE-2044,Bug,Fixed,Closed,2017-11-08 20:22:02,2017-11-16 04:07:39
CALCITE-2045,New Feature,Fixed,Closed,2017-11-09 07:36:28,2018-04-22 10:12:37
CALCITE-2046,New Feature,Unresolved,In Progress,2017-11-09 07:40:29,
CALCITE-2047,Bug,Unresolved,Open,2017-11-09 11:56:09,
CALCITE-2048,Improvement,Unresolved,Open,2017-11-12 02:13:51,
CALCITE-2049,Task,Fixed,Closed,2017-11-15 03:50:12,2017-12-10 02:26:48
CALCITE-2050,Bug,Fixed,Closed,2017-11-15 05:33:01,2017-11-16 05:31:06
CALCITE-2051,Bug,Fixed,Closed,2017-11-15 05:57:16,2017-11-21 05:30:28
CALCITE-2052,Improvement,Fixed,Closed,2017-11-15 08:38:14,2017-11-15 08:39:24
CALCITE-2053,Bug,Fixed,Closed,2017-11-15 16:07:03,2018-04-26 14:02:40
CALCITE-2054,Bug,Fixed,Closed,2017-11-15 21:04:08,2017-11-28 08:23:43
CALCITE-2055,Bug,Fixed,Closed,2017-11-15 22:20:21,2017-11-21 11:12:41
CALCITE-2056,Bug,Unresolved,Open,2017-11-16 07:47:23,
CALCITE-2057,Bug,Unresolved,Open,2017-11-16 16:22:43,
CALCITE-2058,Bug,Fixed,Closed,2017-11-17 02:35:41,2017-11-21 11:18:03
CALCITE-2059,New Feature,Fixed,Closed,2017-11-17 20:54:15,2018-02-17 06:41:57
CALCITE-2060,Bug,Unresolved,Open,2017-11-18 04:47:32,
CALCITE-2061,Improvement,Fixed,Closed,2017-11-19 18:18:46,2017-11-28 03:26:53
CALCITE-2062,Bug,Unresolved,Open,2017-11-21 05:30:03,
CALCITE-2063,Bug,Fixed,Closed,2017-11-21 11:16:37,2018-04-17 21:39:21
CALCITE-2064,Bug,Unresolved,Open,2017-11-21 13:34:42,
CALCITE-2065,Improvement,Unresolved,Open,2017-11-23 21:06:17,
CALCITE-2066,Bug,Fixed,Closed,2017-11-27 21:12:30,2017-12-12 07:33:10
CALCITE-2067,Bug,Unresolved,Open,2017-11-28 04:40:57,
CALCITE-2068,Bug,Unresolved,Open,2017-11-28 20:58:07,
CALCITE-2069,Bug,Fixed,Closed,2017-11-28 23:34:07,2017-12-07 16:58:08
CALCITE-2070,Bug,Fixed,Closed,2017-11-30 02:18:48,2017-12-07 17:28:06
CALCITE-2071,Bug,Fixed,Closed,2017-11-30 04:57:30,2017-12-15 03:17:27
CALCITE-2072,Bug,Fixed,Closed,2017-12-01 01:44:38,2017-12-12 07:36:26
CALCITE-2073,Task,Fixed,Closed,2017-12-01 01:57:42,2017-12-01 03:30:07
CALCITE-2074,Bug,Fixed,Closed,2017-12-01 15:33:13,2017-12-07 17:18:51
CALCITE-2075,Test,Fixed,Closed,2017-12-02 04:22:07,2018-01-26 10:02:15
CALCITE-2076,Task,Fixed,Closed,2017-12-03 14:43:51,2017-12-14 07:29:45
CALCITE-2077,Improvement,Fixed,Closed,2017-12-03 15:43:43,2017-12-22 04:27:57
CALCITE-2078,Bug,Fixed,Closed,2017-12-05 15:47:08,2017-12-07 17:33:19
CALCITE-2079,Bug,Won't Fix,Closed,2017-12-06 00:49:37,2019-02-28 22:27:40
CALCITE-2080,Bug,Fixed,Closed,2017-12-07 20:30:08,2017-12-12 07:32:13
CALCITE-2081,Bug,Fixed,Closed,2017-12-09 03:37:16,2018-02-27 04:20:36
CALCITE-2082,Bug,Fixed,Closed,2017-12-09 07:07:49,2020-08-21 14:33:37
CALCITE-2083,Bug,Unresolved,Open,2017-12-09 10:31:53,
CALCITE-2084,Bug,Fixed,Closed,2017-12-10 00:56:40,2017-12-12 07:34:18
CALCITE-2085,Bug,Unresolved,Open,2017-12-10 02:07:56,
CALCITE-2086,Bug,Fixed,Closed,2017-12-12 06:19:20,2017-12-12 08:27:37
CALCITE-2087,Improvement,Unresolved,Open,2017-12-14 00:59:56,
CALCITE-2088,Improvement,Fixed,Closed,2017-12-15 19:28:05,2018-03-05 05:24:58
CALCITE-2089,Improvement,Fixed,Closed,2017-12-16 00:27:54,2017-12-23 05:02:12
CALCITE-2090,Improvement,Fixed,Closed,2017-12-16 00:42:04,2018-01-12 11:56:42
CALCITE-2091,Improvement,Fixed,Closed,2017-12-16 00:48:11,2018-01-28 08:58:39
CALCITE-2092,Bug,Fixed,Closed,2017-12-16 18:25:36,2018-01-04 04:08:52
CALCITE-2093,Bug,Fixed,Closed,2017-12-18 22:42:28,2018-03-05 05:22:04
CALCITE-2094,Bug,Fixed,Closed,2017-12-18 23:09:18,2017-12-20 07:11:53
CALCITE-2095,Bug,Fixed,Closed,2017-12-18 23:15:15,2017-12-20 07:12:05
CALCITE-2096,Bug,Fixed,Closed,2017-12-18 23:24:03,2017-12-20 07:12:18
CALCITE-2097,Bug,Fixed,Closed,2017-12-19 00:11:16,2017-12-22 02:48:50
CALCITE-2098,Bug,Fixed,Closed,2017-12-19 00:31:00,2018-03-14 07:38:11
CALCITE-2099,Bug,Fixed,Closed,2017-12-19 12:35:44,2018-02-14 13:49:38
CALCITE-2100,Improvement,Unresolved,Open,2017-12-19 21:49:49,
CALCITE-2101,Bug,Fixed,Closed,2017-12-20 05:41:58,2017-12-21 05:20:32
CALCITE-2102,Bug,Fixed,Closed,2017-12-20 13:44:16,2017-12-27 07:57:00
CALCITE-2103,Bug,Duplicate,Closed,2017-12-21 20:19:10,2018-01-27 19:34:18
CALCITE-2104,Improvement,Fixed,Closed,2017-12-21 20:55:58,2017-12-27 08:39:55
CALCITE-2105,Bug,Fixed,Closed,2017-12-22 11:58:25,2017-12-27 07:59:55
CALCITE-2106,Bug,Unresolved,Open,2017-12-22 20:21:16,
CALCITE-2107,Bug,Fixed,Closed,2017-12-23 02:27:02,2018-01-18 09:40:08
CALCITE-2108,Bug,Fixed,Closed,2017-12-23 11:38:59,2017-12-27 07:58:52
CALCITE-2109,Bug,Unresolved,Open,2017-12-24 18:39:36,
CALCITE-2110,Bug,Fixed,Closed,2017-12-25 16:31:03,2018-01-03 10:38:11
CALCITE-2111,Bug,Fixed,Closed,2017-12-25 19:18:10,2018-01-04 03:18:51
CALCITE-2112,Improvement,Fixed,Closed,2017-12-28 13:19:24,2018-09-10 07:22:09
CALCITE-2113,Bug,Fixed,Closed,2017-12-30 02:05:10,2018-01-03 10:41:30
CALCITE-2114,Improvement,Fixed,Closed,2017-12-30 02:39:58,2017-12-30 08:18:56
CALCITE-2115,Bug,Unresolved,Open,2017-12-31 01:36:19,
CALCITE-2116,Bug,Fixed,Closed,2017-12-31 08:34:02,2018-01-11 03:57:06
CALCITE-2117,Bug,Unresolved,Open,2018-01-04 09:54:43,
CALCITE-2118,Bug,Fixed,Closed,2018-01-05 01:03:18,2018-01-19 07:04:40
CALCITE-2119,Bug,Fixed,Closed,2018-01-05 05:19:43,2018-04-19 02:36:22
CALCITE-2120,New Feature,Invalid,Closed,2018-01-05 13:32:05,2018-01-06 02:43:16
CALCITE-2121,Bug,Unresolved,Open,2018-01-06 02:00:47,
CALCITE-2122,Bug,Fixed,Closed,2018-01-06 02:05:12,2018-01-09 09:36:29
CALCITE-2123,Bug,Unresolved,Open,2018-01-06 10:13:17,
CALCITE-2124,Bug,Fixed,Closed,2018-01-06 17:14:35,2018-01-11 15:35:47
CALCITE-2125,Bug,Not A Bug,Closed,2018-01-07 14:13:39,2018-01-09 09:41:58
