issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
SHIRO-1,Bug,Fixed,Closed,2008-11-06 03:23:53,2008-11-07 15:00:41
SHIRO-2,Bug,Fixed,Closed,2009-01-30 21:15:08,2009-01-30 22:27:25
SHIRO-3,Bug,Fixed,Closed,2009-01-30 06:14:40,2009-03-02 11:21:49
SHIRO-4,Bug,Fixed,Closed,2009-06-05 06:40:32,2009-06-05 08:32:44
SHIRO-5,Bug,Fixed,Closed,2008-10-17 22:47:05,2009-03-02 11:11:40
SHIRO-6,Bug,Cannot Reproduce,Closed,2008-12-01 06:11:32,2008-12-29 03:56:30
SHIRO-7,Bug,Fixed,Closed,2008-11-06 00:48:16,2008-11-06 03:00:26
SHIRO-8,Bug,Fixed,Closed,2009-02-07 08:39:29,2009-02-23 14:52:40
SHIRO-9,Bug,Fixed,Closed,2008-12-06 00:34:26,2009-01-21 14:04:23
SHIRO-10,Bug,Won't Fix,Closed,2008-11-24 07:21:52,2009-09-04 05:33:33
SHIRO-11,Bug,Won't Fix,Closed,2009-02-02 23:19:47,2009-06-02 01:36:44
SHIRO-12,Bug,Fixed,Closed,2008-11-06 02:49:55,2008-11-14 03:12:45
SHIRO-13,Bug,Fixed,Closed,2009-01-28 12:05:02,2009-01-29 12:12:13
SHIRO-14,Bug,Fixed,Closed,2009-03-12 02:04:40,2009-06-02 01:40:18
SHIRO-15,Bug,Fixed,Closed,2009-03-19 21:53:06,2009-03-19 23:05:07
SHIRO-16,Bug,Fixed,Closed,2009-02-27 02:24:15,2009-03-03 00:40:15
SHIRO-17,Bug,Fixed,Closed,2009-02-04 18:46:46,2009-03-02 11:20:05
SHIRO-18,New Feature,Won't Fix,Closed,2008-11-09 03:20:51,2011-08-31 03:48:11
SHIRO-19,New Feature,Unresolved,Open,2009-02-13 22:12:14,
SHIRO-20,New Feature,Unresolved,Open,2008-07-31 03:12:35,
SHIRO-21,New Feature,Unresolved,Open,2008-07-18 22:22:45,
SHIRO-22,New Feature,Unresolved,Open,2009-01-14 02:45:54,
SHIRO-23,New Feature,Fixed,Closed,2008-10-14 01:43:59,2011-07-18 19:13:39
SHIRO-24,New Feature,Unresolved,Open,2008-07-18 22:26:08,
SHIRO-25,New Feature,Fixed,Closed,2008-12-16 04:20:30,2010-05-14 15:28:33
SHIRO-26,New Feature,Unresolved,Open,2008-07-18 22:14:40,
SHIRO-27,New Feature,Duplicate,Closed,2008-07-18 22:23:28,2010-10-29 02:10:33
SHIRO-28,New Feature,Unresolved,Open,2008-07-18 22:12:45,
SHIRO-29,New Feature,Unresolved,Open,2008-07-18 22:28:06,
SHIRO-30,New Feature,Fixed,Closed,2008-08-19 23:27:20,2009-09-04 03:30:55
SHIRO-31,New Feature,Unresolved,Open,2009-01-24 00:02:11,
SHIRO-32,Task,Unresolved,Open,2008-11-26 12:28:58,
SHIRO-33,Task,Unresolved,Open,2008-07-18 22:13:35,
SHIRO-34,Task,Fixed,Closed,2008-12-12 00:56:08,2010-04-24 04:55:18
SHIRO-35,Task,Fixed,Closed,2008-07-18 22:21:13,2011-05-07 08:05:14
SHIRO-36,Task,Fixed,Closed,2009-03-26 04:22:19,2009-03-28 03:56:25
SHIRO-37,Task,Fixed,Closed,2009-02-27 01:39:20,2009-09-04 03:26:38
SHIRO-38,Task,Fixed,Closed,2008-10-16 20:55:45,2009-01-27 12:59:59
SHIRO-39,Task,Unresolved,Open,2009-04-03 01:09:30,
SHIRO-40,Task,Fixed,Closed,2008-07-25 14:39:44,2011-05-07 08:18:07
SHIRO-41,Task,Fixed,Closed,2009-03-11 02:42:01,2009-12-19 05:16:58
SHIRO-42,Task,Fixed,Closed,2008-11-09 02:14:52,2009-01-11 15:46:01
SHIRO-43,Task,Fixed,Closed,2009-02-23 06:27:39,2009-08-26 01:16:20
SHIRO-44,Task,Unresolved,Open,2008-07-25 22:54:25,
SHIRO-45,Task,Unresolved,Open,2008-10-16 15:54:06,
SHIRO-46,Task,Fixed,Closed,2009-01-21 04:34:34,2009-05-02 03:16:25
SHIRO-47,Task,Won't Fix,Closed,2009-03-11 02:38:29,2009-07-09 12:18:46
SHIRO-48,Task,Fixed,Closed,2008-07-25 14:37:09,2010-06-22 02:13:38
SHIRO-49,Task,Fixed,Closed,2008-11-09 02:13:11,2009-12-09 03:23:49
SHIRO-50,Task,Fixed,Closed,2008-11-24 01:18:55,2009-09-04 03:18:02
SHIRO-51,Task,Unresolved,Open,2009-01-24 01:35:50,
SHIRO-52,Task,Fixed,Closed,2009-01-23 13:33:31,2009-12-19 05:21:49
SHIRO-53,Improvement,Unresolved,Open,2009-05-30 02:46:04,
SHIRO-54,Improvement,Fixed,Closed,2008-12-31 00:37:04,2009-01-21 12:05:04
SHIRO-55,Improvement,Unresolved,Open,2009-03-11 18:03:47,
SHIRO-56,Improvement,Fixed,Closed,2009-04-04 05:43:41,2009-04-06 12:51:48
SHIRO-57,Improvement,Not A Problem,Closed,2008-07-26 01:17:54,2016-06-24 06:44:35
SHIRO-58,Improvement,Won't Fix,Closed,2008-11-26 04:31:52,2008-11-26 12:27:46
SHIRO-59,Improvement,Fixed,Closed,2009-04-28 03:44:59,2010-02-14 09:51:19
SHIRO-60,Improvement,Not A Problem,Resolved,2009-01-22 23:59:45,2016-07-12 05:57:41
SHIRO-61,Improvement,Fixed,Closed,2008-12-24 02:24:49,2009-01-11 14:24:42
