issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
PDFBOX-4005,Bug,Fixed,Closed,2017-11-10 00:58:17,2017-11-10 01:00:58
PDFBOX-4006,Bug,Fixed,Closed,2017-11-10 02:50:14,2017-11-15 02:23:21
PDFBOX-4007,Bug,Duplicate,Closed,2017-11-10 03:38:50,2019-01-02 00:34:38
PDFBOX-4008,Improvement,Unresolved,Open,2017-11-10 19:58:15,
PDFBOX-4009,Bug,Fixed,Closed,2017-11-11 01:58:57,2019-01-02 00:26:06
PDFBOX-4010,Bug,Unresolved,Open,2017-11-14 20:42:41,
PDFBOX-4011,Bug,Fixed,Closed,2017-11-15 01:52:35,2017-11-16 02:22:26
PDFBOX-4012,Bug,Fixed,Closed,2017-11-16 02:56:27,2017-11-24 01:08:36
PDFBOX-4013,Bug,Fixed,Closed,2017-11-16 16:51:10,2018-07-19 01:52:07
PDFBOX-4014,Bug,Fixed,Closed,2017-11-16 20:20:55,2018-02-07 02:26:23
PDFBOX-4015,Bug,Fixed,Closed,2017-11-17 00:54:57,2017-11-17 01:04:46
PDFBOX-4016,Bug,Not A Problem,Closed,2017-11-17 09:21:49,2017-11-18 15:19:52
PDFBOX-4017,Bug,Fixed,Closed,2017-11-18 05:01:57,2019-04-22 03:05:16
PDFBOX-4018,Bug,Fixed,Closed,2017-11-20 20:12:40,2017-11-24 01:00:36
PDFBOX-4019,Improvement,Unresolved,Open,2017-11-21 00:31:54,
PDFBOX-4020,Improvement,Fixed,Closed,2017-11-21 19:06:13,2018-03-10 00:50:19
PDFBOX-4021,Bug,Fixed,Closed,2017-11-23 15:21:37,2018-01-15 01:28:04
PDFBOX-4022,Improvement,Fixed,Closed,2017-11-23 15:29:08,2017-11-24 01:07:18
PDFBOX-4023,Bug,Unresolved,Open,2017-11-27 20:20:57,
PDFBOX-4024,Improvement,Fixed,Closed,2017-11-28 16:41:41,2017-12-05 01:13:05
PDFBOX-4025,Improvement,Fixed,Closed,2017-11-29 01:28:11,2017-12-08 01:50:25
