@relation flume_train_noise_0.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
234,88,1,1,1,88,88,88.0,88,88,88.0,2,2,2.0,56.71,9.43,TRUE
202,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,40.29,0.0,TRUE
544,168,3,3,2,154,62,51.33,140,61,46.67,13,5,4.33,53.57,18.57,TRUE
372,41,1,1,1,39,39,39.0,37,37,37.0,5,5,5.0,57.71,4.86,TRUE
298,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,9.14,0.0,TRUE
175,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,63.0,0.0,TRUE
51,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,26.43,0.0,TRUE
234,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,59.86,0.0,TRUE
134,134,1,1,1,134,134,134.0,134,134,134.0,146,146,146.0,0.86,0.86,TRUE
246,246,1,1,1,246,246,246.0,246,246,246.0,146,146,146.0,0.86,0.86,TRUE
355,193,8,8,4,159,95,19.88,131,70,16.38,86,19,10.75,64.29,10.21,TRUE
115,15,1,1,1,15,15,15.0,15,15,15.0,5,5,5.0,27.57,12.14,TRUE
201,203,2,2,2,202,201,101.0,201,201,100.5,147,146,73.5,0.86,0.85,TRUE
49,49,1,1,1,49,49,49.0,49,49,49.0,146,146,146.0,0.86,0.86,TRUE
238,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,31.43,0.0,TRUE
428,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,36.86,0.0,TRUE
433,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,27.14,0.0,TRUE
442,211,2,2,2,209,181,104.5,207,179,103.5,4,2,2.0,64.29,7.49,TRUE
273,163,3,3,2,145,116,48.33,127,111,42.33,5,2,1.67,50.43,14.91,TRUE
33,33,1,1,1,33,33,33.0,33,33,33.0,146,146,146.0,0.86,0.86,TRUE
290,16,1,1,1,13,13,13.0,10,10,10.0,9,9,9.0,32.86,0.14,TRUE
156,156,1,1,1,156,156,156.0,156,156,156.0,146,146,146.0,0.86,0.86,TRUE
430,430,1,1,1,430,430,430.0,430,430,430.0,146,146,146.0,0.86,0.86,TRUE
885,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,45.57,0.0,TRUE
1021,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,45.57,0.0,TRUE
404,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,27.14,0.0,TRUE
335,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,31.43,0.0,TRUE
96,20,3,3,2,16,8,5.33,12,7,4.0,15,12,5.0,31.29,2.84,TRUE
126,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,43.43,0.0,TRUE
115,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,30.86,0.0,TRUE
391,425,3,3,2,408,385,136.0,391,385,130.33,25,15,8.33,34.43,31.97,TRUE
126,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,40.29,0.0,TRUE
428,38,2,2,2,24,17,12.0,14,12,7.0,5,3,2.5,33.71,6.26,TRUE
184,32,2,2,1,30,22,15.0,28,21,14.0,6,4,3.0,61.0,8.94,TRUE
86,38,3,3,2,33,20,11.0,28,16,9.33,76,34,25.33,29.57,12.81,TRUE
258,342,5,5,4,300,251,60.0,274,251,54.8,76,34,15.2,12.86,12.5,TRUE
107,32,2,2,1,30,22,15.0,28,21,14.0,6,4,3.0,61.0,8.94,TRUE
105,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
175,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,59.86,0.0,TRUE
527,116,3,3,2,105,67,35.0,94,59,31.33,11,4,3.67,53.57,22.53,TRUE
233,17,2,2,2,16,9,8.0,15,9,7.5,13,12,6.5,31.29,1.55,TRUE
298,298,1,1,1,298,298,298.0,298,298,298.0,12,12,12.0,5.86,5.86,TRUE
202,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,43.43,0.0,TRUE
179,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,18.29,0.0,TRUE
328,156,5,5,4,123,59,24.6,90,46,18.0,10,4,2.0,57.71,17.88,TRUE
879,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,18.29,0.0,TRUE
129,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,35.43,0.0,TRUE
123,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,35.43,0.0,TRUE
373,44,4,4,2,41,17,10.25,38,16,9.5,70,40,17.5,93.86,31.09,TRUE
123,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,32.29,0.0,TRUE
129,4,1,1,1,3,3,3.0,2,2,2.0,1,1,1.0,32.29,20.86,TRUE
476,197,3,3,1,193,99,64.33,189,99,63.0,23,9,7.67,32.86,0.14,TRUE
464,50,2,2,1,50,28,25.0,50,28,25.0,11,9,5.5,93.86,32.18,TRUE
385,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,8.0,0.0,TRUE
604,40,2,2,2,36,29,18.0,32,25,16.0,14,9,7.0,65.0,0.14,TRUE
280,78,2,2,2,50,27,25.0,22,15,11.0,3,2,1.5,66.71,11.0,TRUE
42,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,57.29,0.0,TRUE
180,340,6,6,2,260,155,43.33,180,155,30.0,59,34,9.83,32.86,27.07,TRUE
1054,205,5,5,2,120,51,24.0,59,26,11.8,27,11,5.4,32.86,0.14,TRUE
528,11,1,1,1,7,7,7.0,3,3,3.0,11,11,11.0,32.86,0.14,TRUE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,27.71,0.0,TRUE
120,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,32.86,0.0,TRUE
93,11,1,1,1,11,11,11.0,11,11,11.0,5,5,5.0,32.86,0.14,TRUE
153,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,14.29,0.0,TRUE
173,16,2,2,2,5,4,2.5,10,8,5.0,27,26,13.5,44.57,17.29,TRUE
67,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
287,21,1,1,1,11,11,11.0,1,1,1.0,11,11,11.0,15.0,0.14,TRUE
77,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
84,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
264,8,1,1,1,7,7,7.0,6,6,6.0,9,9,9.0,16.0,0.14,TRUE
361,191,2,2,2,114,74,57.0,37,37,18.5,7,5,3.5,67.86,18.09,TRUE
230,282,5,5,2,256,206,51.2,236,206,47.2,25,12,5.0,35.43,27.53,TRUE
244,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,40.43,0.0,TRUE
762,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
107,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,62.29,0.0,TRUE
271,293,3,3,2,282,232,94.0,271,232,90.33,49,34,16.33,26.71,23.89,TRUE
6053,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,14.43,0.0,TRUE
164,164,1,1,1,164,164,164.0,164,164,164.0,17,17,17.0,27.43,27.43,TRUE
328,336,2,2,1,332,328,166.0,328,328,164.0,21,17,10.5,27.43,27.41,TRUE
395,230,3,3,2,224,222,74.67,218,216,72.67,29,11,9.67,14.86,0.14,TRUE
383,54,2,2,2,26,25,13.0,2,2,1.0,5,3,2.5,38.14,3.03,TRUE
