@relation maven_train_noise_1.arff

@attribute LOC numeric
@attribute LOC_touched numeric
@attribute Number_of_Revisions numeric
@attribute Fix_Count numeric
@attribute Authors numeric
@attribute LOC_added numeric
@attribute Max_LOC_added numeric
@attribute Average_LOC_added numeric
@attribute Churn numeric
@attribute Max_Churn numeric
@attribute Average_Churn numeric
@attribute Change_Set_Size numeric
@attribute Max_Change_Set_Size numeric
@attribute Average_Change_Set_Size numeric
@attribute Release_Length numeric
@attribute Weighted_Release_Length numeric
@attribute Actual {TRUE,FALSE}

@data
356,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,315.86,0.0,TRUE
108,2,1,0,1,1,1,1.0,0,0,0.0,235,235,235.0,167.57,3.86,TRUE
1309,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.0,0.0,TRUE
308,308,1,0,1,308,308,308.0,308,308,308.0,11,11,11.0,1.43,1.43,TRUE
271,3,1,1,1,3,3,3.0,3,3,3.0,17,17,17.0,418.43,10.71,TRUE
271,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,418.71,0.0,TRUE
308,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1.71,0.0,TRUE
1610,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,423.57,0.0,TRUE
361,962,5,0,4,518,447,103.6,858,417,171.6,59,42,11.8,283.71,4.37,TRUE
356,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.29,0.0,TRUE
71,18,3,0,3,17,15,5.67,16,15,5.33,39,23,13.0,283.71,6.37,TRUE
1610,11,1,0,1,11,11,11.0,11,11,11.0,1,1,1.0,418.71,0.14,TRUE
244,6,1,0,1,4,4,4.0,2,2,2.0,42,42,42.0,289.86,1.0,TRUE
1315,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,315.57,0.0,TRUE
271,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,423.57,0.0,TRUE
356,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,303.14,0.0,TRUE
1309,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,297.14,0.0,TRUE
1309,313,3,0,3,204,183,68.0,95,75,31.67,70,43,23.33,296.86,2.04,TRUE
244,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,295.0,0.0,TRUE
356,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,297.14,0.0,TRUE
108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,149.57,0.0,TRUE
71,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,284.0,0.0,TRUE
271,2,1,0,1,1,1,1.0,0,0,0.0,235,235,235.0,436.71,3.86,TRUE
361,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,284.0,0.0,TRUE
1309,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.86,0.0,TRUE
271,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,437.14,0.0,TRUE
108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,155.29,0.0,TRUE
108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,154.43,0.0,TRUE
244,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,295.86,0.0,TRUE
1610,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,424.43,0.0,TRUE
1599,712,10,1,3,517,213,51.7,444,180,44.4,66,17,6.6,418.43,3.6,TRUE
271,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,424.43,0.0,TRUE
108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,168.0,0.0,TRUE
356,6,1,0,1,3,3,3.0,0,0,0.0,235,235,235.0,315.43,3.86,TRUE
108,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,149.29,0.0,TRUE
244,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,290.14,0.0,TRUE
1315,24,2,0,2,15,10,7.5,6,5,3.0,236,235,118.0,315.14,4.3,TRUE
356,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,297.43,0.0,TRUE
173,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.14,0.0,FALSE
42,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
231,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
42,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.43,0.0,FALSE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
89,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
169,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,28.71,0.0,FALSE
56,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
49,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,259.29,0.0,FALSE
447,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,540.43,0.0,FALSE
57,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,260.29,0.0,FALSE
82,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
94,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
49,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,396.86,0.0,FALSE
76,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
89,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
110,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
72,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,307.86,0.0,FALSE
342,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,315.57,0.0,FALSE
63,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,28.71,0.0,FALSE
77,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
553,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,318.43,0.0,FALSE
98,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
42,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,61.43,0.0,FALSE
69,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,315.43,0.0,FALSE
74,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,123.71,0.0,FALSE
61,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
70,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
158,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,396.86,0.0,FALSE
227,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
109,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
167,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,61.86,0.0,FALSE
48,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
52,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,261.86,0.0,FALSE
164,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,112.57,0.0,FALSE
81,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,396.86,0.0,FALSE
78,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
77,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,242.14,0.0,FALSE
103,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,20.14,0.0,FALSE
50,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,15.86,0.0,FALSE
58,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
64,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
44,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
109,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
30,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
39,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
87,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,22.57,0.0,FALSE
46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
127,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,23.14,0.0,FALSE
67,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,23.29,0.0,FALSE
190,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,302.57,0.0,FALSE
